School_Name|Reg_nr|Language|Address|Year|Number_of_students|Active
Rīgas Klasiskā ģimnāzija|3713900736|Krievu|PURVCIEMA IELA 38, RĪGA, LV-1035|2009|1296|1
Rīgas 89. vidusskola|3713900752|Krievu|HIPOKRĀTA IELA 27, RĪGA, LV-1079|2009|484|1
Rīgas Purvciema vidusskola|3713900749|Krievu|DETLAVA BRANTKALNA IELA 5, RĪGA, LV-1082|2009|1237|1
Š. Dubnova Rīgas Ebreju vidusskola|3713900754|Krievu|SILCIEMA IELA 3, RĪGA, LV-1024|2009|189|1
Rīgas 100. vidusskola|3713900745|Latviešu|LAIMDOTAS IELA 42, RĪGA, LV-1084|2009|309|1
Rīgas Hanzas vidusskola|3713900741|Latviešu|GROSTONAS IELA 5, RĪGA, LV-1013|2009|925|1
Rīgas Ezerkrastu vidusskola|3713902411|Latviešu|MALIENAS IELA 89, RĪGA, LV-1064|2009|214|1
Rīgas Itas Kozakēvičas Poļu vidusskola|3713900789|Poļu|NĪCGALES IELA 15, RĪGA, LV-1035|2009|275|1
Biznesa un vadības privātvidusskola|3713800008|Latviešu|HIPOKRĀTA IELA 27A, RĪGA, LV-1079|2009|15|1
"Privātā vidusskola ""Klasika"""|3713801443|LK|KRIMULDAS IELA 2, RĪGA, LV-1039|2009|128|1
Rīgas Centra krievu privātģimnāzija|3716800001|Krievu|KRIŠJĀŅA VALDEMĀRA IELA 113 - 2, RĪGA, LV-1013|2009|30|1
"Privātā vidusskola ""Norma"""|3713801984|Krievu|MADONAS IELA 2 - 22, RĪGA, LV-1084|2009|46|1
"Privātā vidusskola ""MAXVEL"""|3713802710|Krievu|DZELZAVAS IELA 9, RĪGA, LV-1084|2009|27|1
Dienas apmācības klases pie Rīgas 9. vakara (maiņu) vidusskolas|3714900782|LK|STĀMERIENAS IELA 8, RĪGA, LV-1006|2009|97|1
Strazdumuižas internātvidusskola - attīstības centrs vājredzīgiem un neredzīgiem bērniem|3720900835|Latviešu|JUGLAS IELA 14a, RĪGA, LV-1024|2009|115|1
Rīgas 4. speciālā internātpamatskola|3720900834|LK|TIRZAS IELA 2, RĪGA, LV-1024|2009|143|1
Rīgas sanatorijas internātpamatskola|3723901096|Latviešu|BRĪVĪBAS GATVE 384a, RĪGA, LV-1006|2009|76|1
Vispārējās vidējās izglītības izlīdzinošā programma pie Rīgas Stila un modes profesionālā vidusskolas|3331001255|Latviešu|ŪDEĻU IELA 22, RĪGA, LV-1064|2009|34|1
Rīgas Ziepniekkalna sākumskola|3811900697|Latviešu|VIENĪBAS GATVE 184, RĪGA, LV-1058|2009|294|1
Rīgas 7. internātpamatskola|3812900733|Krievu|GRAUDU IELA 21, RĪGA, LV-1058|2009|198|1
Friča Brīvzemnieka pamatskola|3812900716|Latviešu|ZEĻĻU IELA 4, RĪGA, LV-1004|2009|382|1
Rīgas Pārdaugavas pamatskola|3812900704|Krievu|KARTUPEĻU IELA 2, RĪGA, LV-1058|2009|307|1
Rīgas Angļu ģimnāzija|3813900699|Latviešu|ZVĀRDES IELA 1, RĪGA, LV-1004|2009|1090|1
Rīgas 47. vidusskola|3813900728|Latviešu|SKAISTKALNES IELA 7, RĪGA, LV-1004|2009|617|1
Rīgas 53. vidusskola|3813900725|Krievu|MELNSILA IELA 6, RĪGA, LV-1046|2009|388|1
Rīgas 61. vidusskola|3813900726|Krievu|PĀRSLAS IELA 14, RĪGA, LV-1002|2009|430|1
Āgenskalna Valsts ģimnāzija|3819900703|Latviešu|LAVĪZES IELA 2a, RĪGA, LV-1002|2009|725|1
Rīgas Mūzikas internātvidusskola|3813900701|Latviešu|KALNCIEMA IELA 160, RĪGA, LV-1046|2009|297|1
Rīgas Zolitūdes ģimnāzija|3813900724|Krievu|RUSES IELA 22, RĪGA, LV-1029|2009|1324|1
Rīgas 94. vidusskola|3813900723|Latviešu|OZOLCIEMA IELA 26, RĪGA, LV-1058|2009|527|1
Rīgas 95. vidusskola|3813900727|Krievu|VIENĪBAS GATVE 178/2, RĪGA, LV-1058|2009|1105|1
Rīgas Igauņu vidusskola|3813900702|Latviešu|ATGĀZENES IELA 26, RĪGA, LV-1004|2009|173|1
Ziemeļvalstu ģimnāzija|3813900700|Latviešu|PAULA LEJIŅA IELA 12, RĪGA, LV-1029|2009|930|1
Rīgas Šampētera vidusskola|3813902514|LK|ŠAMPĒTERA IELA 98, RĪGA, LV-1046|2009|244|1
"Rīgas vispārizglītojošā privātā vidusskola ""Evrika"""|3813800960|Krievu|ANNIŅMUIŽAS IELA 9, RĪGA, LV-1029|2009|156|1
Rīgas Katoļu ģimnāzija|3813801134|Latviešu|OJĀRA VĀCIEŠA IELA 6, RĪGA, LV-1004|2009|109|1
Rīgas 3. speciālā pamatskola|3820900729|LK|TELTS IELA 1a, RĪGA, LV-1004|2009|132|1
Rīgas 7. pamatskola|3912900813|Latviešu|JAUNCIEMA 4. ŠĶĒRSLĪNIJA 4, RĪGA, LV-1023|2009|132|1
Rīgas pilsētas 2. ģimnāzija|3916900819|Latviešu|KRIŠJĀŅA VALDEMĀRA IELA 1, RĪGA, LV-1010|2009|692|1
Rīgas Jāņa Poruka vidusskola|3913900820|Latviešu|GAUJAS IELA 23, RĪGA, LV-1026|2009|350|1
Rīgas 10. vidusskola|3913900824|Krievu|LENČU IELA 1, RĪGA, LV-1010|2009|854|1
Rīgas 13. vidusskola|3913900817|Krievu|PULKVEŽA BRIEŽA IELA 25, RĪGA, LV-1010|2009|508|1
Rīgas 28. vidusskola|3913900823|Latviešu|SLIEŽU IELA 23, RĪGA, LV-1005|2009|386|1
Rīgas 31. vidusskola|3913900826|Latviešu|SKUJU IELA 11, RĪGA, LV-1015|2009|619|1
Rīgas 46. vidusskola|3913900827|Krievu|SKUJU IELA 28, RĪGA, LV-1015|2009|555|1
Puškina licejs|3913900821|Krievu|SARKANDAUGAVAS IELA 22, RĪGA, LV-1005|2009|788|1
Rīgas 29. vidusskola|3913900828|Krievu|LĒDURGAS IELA 26, RĪGA, LV-1034|2009|314|1
Rīgas Rīnūžu vidusskola|3913900818|Krievu|ZIEMEĻBLĀZMAS IELA 59, RĪGA, LV-1015|2009|605|1
Rīgas 37. vidusskola|3913900822|Krievu|ČIEKURKALNA 1. LĪNIJA 53, RĪGA, LV-1026|2009|253|1
Rīgas Kultūru vidusskola|3913901617|Latviešu|GANĪBU DAMBIS 7, RĪGA, LV-1045|2009|494|1
Rīgas 66. speciālā vidusskola|3920900830|LK|KATRĪNAS IELA 2, RĪGA, LV-1045|2009|326|1
Rīgas 5. speciālā internātpamatskola|3920900831|Latviešu|SLĀVU IELA 19, RĪGA, LV-1073|2009|187|1
Kuldīgas Alternatīvā sākumskola|4111901199|Latviešu|PILTENES IELA 25, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2009|265|1
Ēdoles pamatskola|4112901194|Latviešu|ĒDOLE, ĒDOLES PAGASTS, KULDĪGAS NOVADS, LV-3310|2009|111|1
Nīkrāces pamatskola|4112901185|Latviešu|NĪKRĀCE, NĪKRĀCES PAGASTS, SKRUNDAS NOVADS, LV-3320|2009|69|1
Laidu pamatskola|4112901184|Latviešu|LAIDI, LAIDU PAGASTS, KULDĪGAS NOVADS, LV-3317|2009|103|1
Oskara Kalpaka Rudbāržu pamatskola|4112901183|Latviešu|RUDBĀRŽI, RUDBĀRŽU PAGASTS, SKRUNDAS NOVADS, LV-3324|2009|86|1
Turlavas pamatskola|4112901179|Latviešu| TURLAVA, TURLAVAS PAGASTS, KULDĪGAS NOVADS, LV-3329|2009|85|1
Vārmes pamatskola|4112901178|Latviešu|VĀRME, VĀRMES PAGASTS, KULDĪGAS NOVADS, LV-3333|2009|111|1
Vilgāles pamatskola|4112901193|Latviešu|VILGĀLE, KURMĀLES PAGASTS, KULDĪGAS NOVADS, LV-3332|2009|110|1
Jaunmuižas pamatskola|4112901203|Latviešu|SKRUNDAS LAUKU TERITORIJA, SKRUNDAS NOVADS, LV-3307|2009|29|1
Kuldīgas pamatskola|4112901848|Latviešu|VENTSPILS IELA 16, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2009|368|1
Z.A. Meierovica Kabiles pamatskola|4112902771|Latviešu|KABILE, KABILES PAGASTS, KULDĪGAS NOVADS, LV-3314|2009|96|1
Alsungas vidusskola|4113901196|Latviešu|SKOLAS IELA 11, ALSUNGA, ALSUNGAS NOVADS, LV-3306|2009|191|1
V. Plūdoņa Kuldīgas ģimnāzija|4116901197|Latviešu|PILTENES IELA 25, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2009|341|1
Kuldīgas 2. vidusskola|4113901191|Latviešu|JELGAVAS IELA 62, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2009|492|1
Kuldīgas Centra vidusskola|4113901192|Latviešu|MUCENIEKU IELA 6, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2009|734|1
Skrundas vidusskola|4113901187|Latviešu|LIEPĀJAS IELA 12, SKRUNDA, SKRUNDAS NOVADS, LV-3326|2009|420|1
Kuldīgas Mākslas un humanitāro zinību vidusskola|4113901189|Latviešu|PĒTERA IELA 5, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2009|253|1
Pelču speciālā internātpamatskola-attīstības centrs|4120901177|Latviešu|Saules stari, PELČI, PELČU PAGASTS, KULDĪGAS NOVADS, LV-3322|2009|187|1
Rudbāržu sanatorijas internātpamatskola|4123900928|Latviešu|RUDBĀRŽI, RUDBĀRŽU PAGASTS, SKRUNDAS NOVADS, LV-3324|2009|86|1
Vispārējās vidējās izglītības izlīdzinošā programma pie Kuldīgas Tehnoloģiju un tūrisma profesionālā vidusskolas|1231001376|Latviešu|LIEPĀJAS IELA 31, KULDĪGA, KULDĪGAS NOVADS, LV-3301|2009|25|1
Grobiņas pagasta sākumskola|4111901002|Latviešu|OZOLU IELA 1, DUBEŅI, GROBIŅAS PAGASTS, GROBIŅAS NOVADS, LV-3438|2009|39|1
Vaiņodes internātpamatskola|4112901323|Latviešu|RAIŅA IELA 60, VAIŅODE, VAIŅODES PAGASTS, VAIŅODES NOVADS, LV-3435|2009|103|1
Aizputes pagasta pamatskola|4112901031|Latviešu|ROKASBIRZE, AIZPUTES PAGASTS, AIZPUTES NOVADS, LV-3456|2009|91|1
Apriķu pamatskola|1312901028|Latviešu|APRIĶI, LAŽAS PAGASTS, AIZPUTES NOVADS, LV-3455|2009|65|1
Bārtas pamatskola|4112901030|Latviešu|BĀRTAS PAGASTS, GROBIŅAS NOVADS, LV-3482|2009|75|1
A. Spāģa Dunalkas pamatskola|4112901029|Latviešu|DUNALKAS PAGASTS, DURBES NOVADS, LV-3452|2009|51|1
Dzērves pamatskola|4112901027|Latviešu|DZĒRVES SKOLA, CĪRAVAS PAGASTS, AIZPUTES NOVADS, LV-3453|2009|128|1
Gaviezes pamatskola|4112901026|Latviešu|GAVIEZES PAGASTS, GROBIŅAS NOVADS, LV-3431|2009|70|1
Gramzdas pamatskola|4112901016|Latviešu|SKOLAS IELA 4, GRAMZDA, GRAMZDAS PAGASTS, PRIEKULES NOVADS, LV-3486|2009|65|1
Kalētu pamatskola|4112901018|Latviešu|KALĒTU PAGASTS, PRIEKULES NOVADS, LV-3484|2009|66|1
Kalvenes pamatskola|1312901020|Latviešu|SKOLAS IELA 1, KALVENE, KALVENES PAGASTS, AIZPUTES NOVADS, LV-3443|2009|71|1
Kapsēdes pamatskola|4112901021|Latviešu|KAPSĒDE, MEDZES PAGASTS, GROBIŅAS NOVADS, LV-3461|2009|126|1
Māteru Jura Kazdangas pamatskola|4112901019|Latviešu|VALĀTA, KAZDANGAS PAGASTS, AIZPUTES NOVADS, LV-3457|2009|190|1
Krotes Kronvalda Ata pamatskola|4112901033|Latviešu|KROTE, BUNKAS PAGASTS, PRIEKULES NOVADS, LV-3444|2009|92|1
Rudes pamatskola|4112901024|Latviešu|RUDE, OTAŅĶU PAGASTS, NĪCAS NOVADS, LV-3475|2009|60|1
Sikšņu pamatskola|4112901043|Latviešu|DUNIKAS PAGASTS, RUCAVAS NOVADS, LV-3480|2009|58|1
Vecpils pamatskola|4112901017|Latviešu|VECPILS, VECPILS PAGASTS, DURBES NOVADS, LV-3441|2009|42|1
Vērgales pamatskola|4112901023|Latviešu|VĒRGALE, VĒRGALES PAGASTS, PĀVILOSTAS NOVADS, LV-3463|2009|109|1
Virgas pamatskola|4112901022|Latviešu|Gaismas, VIRGA, VIRGAS PAGASTS, PRIEKULES NOVADS, LV-3433|2009|75|1
Rāvas pamatskola|4112901032|Latviešu|RĀVA, DUNALKAS PAGASTS, DURBES NOVADS, LV-3452|2009|54|1
Rucavas pamatskola|4112902528|Latviešu|RUCAVA, RUCAVAS PAGASTS, RUCAVAS NOVADS, LV-3477|2009|84|1
Aizputes vidusskola|4113901044|Latviešu|ZIEDU IELA 7, AIZPUTE, AIZPUTES NOVADS, LV-3456|2009|603|1
Ata Kronvalda Durbes vidusskola|4113900995|Latviešu|SKOLAS IELA 5a, DURBE, DURBES NOVADS, LV-3440|2009|156|1
Grobiņas vidusskola|4113900996|Latviešu|SKOLAS IELA 4, GROBIŅA, GROBIŅAS NOVADS, LV-3430|2009|410|1
Priekules vidusskola|4113901000|Latviešu|AIZPUTES IELA 1, PRIEKULE, PRIEKULES NOVADS, LV-3434|2009|346|1
Vaiņodes vidusskola|4113900999|Latviešu|AVOTU IELA 4, VAIŅODE, VAIŅODES PAGASTS, VAIŅODES NOVADS, LV-3435|2009|292|1
Nīcas vidusskola|4113900998|Latviešu|SKOLAS IELA 14, NĪCA, NĪCAS PAGASTS, NĪCAS NOVADS, LV-3473|2009|297|1
Pāvilostas vidusskola|4113900994|Latviešu|DZINTARU IELA 52, PĀVILOSTA, PĀVILOSTAS NOVADS, LV-3466|2009|196|1
Grobiņas ģimnāzija|4116902610|Latviešu|SKOLAS IELA 1, GROBIŅA, GROBIŅAS NOVADS, LV-3430|2009|309|1
Lažas speciālā internātpamatskola|1320901035|Latviešu|LAŽAS PAGASTS, AIZPUTES NOVADS, LV-3456|2009|73|1
Purmsātu speciālā internātpamatskola|4120901034|Latviešu|Purmsātu muiža, PURMSĀTI, VIRGAS PAGASTS, PRIEKULES NOVADS, LV-3485|2009|109|1
Saldus sākumskola|4111900418|Latviešu|CIECERES IELA 6, SALDUS, SALDUS NOVADS, LV-3801|2009|289|1
Saldus pamatskola|4112900014|Latviešu|LIELĀ IELA 31/35, SALDUS, SALDUS NOVADS, LV-3801|2009|338|1
Saldus novada pašvaldības Cieceres internātpamatskola|4112901332|Latviešu|KALNSĒTAS IELA 13, SALDUS, SALDUS NOVADS, LV-3801|2009|327|1
Brocēnu novada Blīdenes pamatskola|4112900414|Latviešu|SKOLAS IELA 1, BLĪDENE, BLĪDENES PAGASTS, BROCĒNU NOVADS, LV-3852|2009|106|1
Brocēnu novada Gaiķu pamatskola|4112900078|Latviešu|GAIĶI, GAIĶU PAGASTS, BROCĒNU NOVADS, LV-3873|2009|71|1
Saldus novada pašvaldības Jaunlutriņu pamatskola|4112900411|Latviešu|JAUNLUTRIŅI, JAUNLUTRIŅU PAGASTS, SALDUS NOVADS, LV-3876|2009|122|1
Saldus novada pašvaldības Kursīšu pamatskola|4112900413|Latviešu|KURSĪŠI, KURSĪŠU PAGASTS, SALDUS NOVADS, LV-3890|2009|95|1
Saldus novada pašvaldības Lutriņu pamatskola|4112900012|Latviešu|SKOLAS IELA 1, LUTRIŅI, LUTRIŅU PAGASTS, SALDUS NOVADS, LV-3861|2009|135|1
Saldus novada pašvaldības Nīgrandes pamatskola|4112900412|Latviešu|VENTAS IELA 1, NĪGRANDE, NĪGRANDES PAGASTS, SALDUS NOVADS, LV-3899|2009|152|1
Saldus novada pašvaldības Pampāļu pamatskola|4112900409|Latviešu|PAMPĀĻI, PAMPĀĻU PAGASTS, SALDUS NOVADS, LV-3882|2009|84|1
Brocēnu novada Remtes pamatskola|4112900013|Latviešu|REMTE, REMTES PAGASTS, BROCĒNU NOVADS, LV-3871|2009|77|1
Saldus novada pašvaldības Rubas pamatskola|4112900627|Latviešu|RUBA, RUBAS PAGASTS, SALDUS NOVADS, LV-3894|2009|125|1
Saldus novada pašvaldības Sātiņu pamatskola|4112901050|Latviešu|SĀTIŅI, NOVADNIEKU PAGASTS, LV-3801|2009|101|1
Saldus novada pašvaldības Striķu pamatskola|4112901052|Latviešu|STRIĶI, ZVĀRDES PAGASTS, SALDUS NOVADS, LV-3883|2009|76|1
Saldus novada pašvaldības Zirņu pamatskola|4112901264|Latviešu|ZIRŅI, ZIRŅU PAGASTS, SALDUS NOVADS, LV-3853|2009|86|1
Saldus novada pašvaldības Kurzemītes pamatskola|4112900628|Latviešu|LIEPU IELA 12, BŪTNĀRI, ZIRŅU PAGASTS, SALDUS NOVADS, LV-3801|2009|139|1
Saldus ģimnāzija|4113900155|Latviešu|KULDĪGAS IELA 3, SALDUS, SALDUS NOVADS, LV-3801|2009|363|1
Saldus 2. vidusskola|4113900420|Latviešu|J. ROZENTĀLA IELA 19, SALDUS, SALDUS NOVADS, LV-3801|2009|355|1
 Brocēnu novada Brocēnu vidusskola|4113901049|LK|EZERA IELA 6, BROCĒNI, BROCĒNU NOVADS, LV-3851|2009|519|1
Saldus novada pašvaldības Ezeres vidusskola|4113901051|Latviešu|EZERE, EZERES PAGASTS, SALDUS NOVADS, LV-3891|2009|213|1
Saldus novada pašvaldības Kalnu vidusskola|4113900416|Latviešu|KALNU IELA 2, KALNI, NĪGRANDES PAGASTS, SALDUS NOVADS, LV-3898|2009|168|1
Saldus novada pašvaldības Druvas vidusskola|4113900415|Latviešu|SKOLAS IELA 2, DRUVA, SALDUS PAGASTS, SALDUS NOVADS, LV-3862|2009|401|1
Saldus novada pašvaldības Rubas speciālā internātpamatskola|4120901053|Latviešu|REŅĢE, RUBAS PAGASTS, SALDUS NOVADS, LV-3894|2009|95|1
Lībagu sākumskola|4111900602|Latviešu|DIŽSTENDE, LĪBAGU PAGASTS, TALSU NOVADS, LV-3290|2009|67|1
Talsu sākumskola|4111900592|Latviešu|AKMEŅU IELA 8, TALSI, TALSU NOVADS, LV-3201|2009|184|1
Stendes pamatskola|2212900610|Latviešu|BRĪVĪBAS IELA 15, STENDE, TALSU NOVADS, LV-3257|2009|101|1
Talsu pamatskola|4112900593|Latviešu|GAISMAS IELA 1, TALSI, TALSU NOVADS, LV-3201|2009|288|1
Kolkas pamatskola|4112900615|Latviešu|KOLKA, KOLKAS PAGASTS, DUNDAGAS NOVADS, LV-3275|2009|85|1
Laidzes pamatskola|2212900611|Latviešu|LAIDZE, LAIDZES PAGASTS, TALSU NOVADS, LV-3280|2009|90|1
Laucienes pamatskola|4112900594|Latviešu|LAUCIENES PAGASTS, TALSU NOVADS, LV-3285|2009|272|1
Pastendes pamatskola|2212900595|Latviešu|PASTENDE, ĢIBUĻU PAGASTS, TALSU NOVADS, LV-3251|2009|201|1
Pūņu pamatskola|4112900612|Latviešu|PŪŅAS, VALDGALES PAGASTS, TALSU NOVADS, LV-3253|2009|111|1
Virbu pamatskola|4112900614|Latviešu|JAUNPAGASTS, VIRBU PAGASTS, TALSU NOVADS, LV-3292|2009|111|1
Talsu 2. pamatskola|4112902410|Latviešu|BRĪVĪBAS IELA 29, TALSI, TALSU NOVADS, LV-3201|2009|94|1
Dundagas vidusskola|4113900621|Latviešu|TALSU IELA 18, DUNDAGA, DUNDAGAS PAGASTS, DUNDAGAS NOVADS, LV-3270|2009|448|1
Rojas vidusskola|2213900619|Latviešu|ZVEJNIEKU IELA 7, ROJA, ROJAS PAGASTS, ROJAS NOVADS, LV-3264|2009|468|1
Sabiles vidusskola|4113900620|Latviešu|VENTSPILS IELA 17a, SABILE, TALSU NOVADS, LV-3294|2009|282|1
Talsu Valsts ģimnāzija|4119902544|Latviešu|BRĪVĪBAS IELA 29, TALSI, TALSU NOVADS, LV-3201|2009|369|1
Talsu 2. vidusskola|4113900617|Latviešu|KĀRĻA MĪLENBAHA IELA 32, TALSI, TALSU NOVADS, LV-3201|2009|865|1
Valdemārpils vidusskola|4113900616|Latviešu|SKOLAS IELA 3, VALDEMĀRPILS, TALSU NOVADS, LV-3260|2009|391|1
Mērsraga vidusskola|2213900624|Latviešu|SKOLAS IELA 8, MĒRSRAGS, MĒRSRAGA PAGASTS, ROJAS NOVADS, LV-3284|2009|221|1
Vandzenes vidusskola|4113900618|Latviešu|VANDZENES SKOLA, VANDZENES PAGASTS, TALSU NOVADS, LV-3281|2009|200|1
Talsu Kristīgā vidusskola|2213801678|Latviešu|JUSTĪNA GROTA IELA 1, TALSI, TALSU NOVADS, LV-3200|2009|154|1
Dienas apmācības klases pie Talsu novada Vakara un neklātienes vidusskolas|4114900622|Latviešu|KĀRĻA MĪLENBAHA IELA 30, TALSI, TALSU NOVADS, LV-3201|2009|17|1
Mazirbes speciālā internātpamatskola|4120901355|Latviešu|MAZIRBE, KOLKAS PAGASTS, DUNDAGAS NOVADS, LV-3275|2009|58|1
Upesgrīvas speciālā sākumskola|2220901278|Latviešu|UPESGRĪVA, VANDZENES PAGASTS, TALSU NOVADS, LV-3266|2009|74|1
Ances pamatskola|4112900052|Latviešu|ANCE, VENTSPILS NOVADS, LV-3612|2009|73|1
Popes pamatskola|4112900049|Latviešu|POPE, POPES PAGASTS, VENTSPILS NOVADS, LV-3614|2009|99|1
Puzes pamatskola|4112900054|Latviešu|PUZES PAGASTS, VENTSPILS NOVADS, LV-3613|2009|76|1
Tārgales pamatskola|4112900050|Latviešu|TĀRGALE, TĀRGALES PAGASTS, VENTSPILS NOVADS, LV-3621|2009|119|1
Užavas pamatskola|4112900047|Latviešu|UŽAVA, UŽAVAS PAGASTS, VENTSPILS NOVADS, LV-3627|2009|93|1
Zlēku pamatskola|4112900544|Latviešu|ZLĒKAS, ZLĒKU PAGASTS, VENTSPILS NOVADS, LV-3617|2009|52|1
Zūru pamatskola|4112900046|Latviešu|SKOLAS IELA 10, VENTAVA, VĀRVES PAGASTS, VENTSPILS NOVADS, LV-3623|2009|146|1
Jūrkalnes pamatskola|4112900053|Latviešu|JŪRKALNE, JŪRKALNES PAGASTS, VENTSPILS NOVADS, LV-3626|2009|45|1
Piltenes vidusskola|4113900543|Latviešu|LIELĀ IELA 13, PILTENE, VENTSPILS NOVADS, LV-3620|2009|151|1
Ugāles vidusskola|4113900055|Latviešu|UGĀLE, UGĀLES PAGASTS, VENTSPILS NOVADS, LV-3615|2009|314|1
Stiklu speciālā internātpamatskola|4120901132|Latviešu|STIKLI, PUZES PAGASTS, VENTSPILS NOVADS, LV-3613|2009|114|1
Žīguru pamatskola|4212900431|Latviešu|PARKA IELA 9, ŽĪGURI, ŽĪGURU PAGASTS, VIĻAKAS NOVADS, LV-4584|2009|75|1
Briežuciema pamatskola|4212900421|Latviešu|BRIEŽUCIEMA PAGASTS, BALVU NOVADS, LV-4595|2009|67|1
Eglaines pamatskola|4212900422|Latviešu|SKOLAS IELA 3, BENISLAVA, LAZDUKALNA PAGASTS, RUGĀJU NOVADS, LV-4577|2009|81|1
Mežvidu pamatskola|4212900425|Latviešu|SOLA, SUSĀJU PAGASTS, VIĻAKAS NOVADS, LV-4585|2009|33|1
Stacijas pamatskola|4212900426|Latviešu|SKOLAS IELA 12, BALVU STACIJA, KUBUĻU PAGASTS, BALVU NOVADS, LV-4566|2009|158|1
Viduču pamatskola|4212900429|Latviešu|SEMENOVA, MEDŅEVAS PAGASTS, VIĻAKAS NOVADS, LV-4586|2009|85|1
Upītes pamatskola|4212900427|Latviešu|STABĻOVAS IELA, UPĪTE, ŠĶILBĒNU PAGASTS, VIĻAKAS NOVADS, LV-4587|2009|45|1
Tilžas internātpamatskola|4212900432|Latviešu|PĀRUPES IELA 4, TILŽA, TILŽAS PAGASTS, BALVU NOVADS, LV-4572|2009|152|1
Kupravas pamatskola|4212900424|Latviešu|RŪPNĪCAS IELA 7, KUPRAVA, KUPRAVAS PAGASTS, VIĻAKAS NOVADS, LV-4582|2009|24|1
Viļakas pamatskola|4212900074|LK|PILS IELA 11a, VIĻAKA, VIĻAKAS NOVADS, LV-4583|2009|126|1
Balvu pamatskola|4212901935|Latviešu|BRĪVĪBAS IELA 47, BALVI, BALVU NOVADS, LV-4501|2009|363|1
Balvu 2.pamatskola|4212902778|Krievu|PARTIZĀNU IELA 16, BALVI, BALVU NOVADS, LV-4501|2009|78|1
Balvu Valsts ģimnāzija|4219900434|Latviešu|DĀRZA IELA 2, BALVI, BALVU NOVADS, LV-4501|2009|379|1
Baltinavas vidusskola|4213900440|Latviešu|KĀRSAVAS IELA 22, BALTINAVA, BALTINAVAS NOVADS, LV-4594|2009|160|1
Bērzpils vidusskola|4213900436|Latviešu|DĀRZA IELA 12, BĒRZPILS, BĒRZPILS PAGASTS, BALVU NOVADS, LV-4576|2009|168|1
Tilžas vidusskola|313900439|Latviešu|RAIŅA IELA 15, TILŽA, TILŽAS PAGASTS, BALVU NOVADS, LV-4572|2009|198|1
Rekavas vidusskola|4213900437|Latviešu|SKOLAS IELA 1, REKOVA, ŠĶILBĒNU PAGASTS, VIĻAKAS NOVADS, LV-4587|2009|176|1
Rugāju novada vidusskola|4213902769|Latviešu|KURMENES IELA 87, RUGĀJI, RUGĀJU PAGASTS, RUGĀJU NOVADS, LV-4570|2009|188|1
Balvu Amatniecības vidusskola|4213900441|Latviešu|VIDZEMES IELA 26, BALVI, BALVU NOVADS, LV-4501|2009|292|1
Viļakas Valsts ģimnāzija|4219900075|Latviešu|PILS IELA 11, VIĻAKA, VIĻAKAS NOVADS, LV-4583|2009|141|1
Baltinavas Kristīgā speciālā internātpamatskola|4220900433|Latviešu|KĀRSAVAS IELA 24, BALTINAVA, BALTINAVAS NOVADS, LV-4594|2009|82|1
Subates pamatskola|4212900508|Latviešu|TIRGUS LAUKUMS 20, SUBATE, ILŪKSTES NOVADS, LV-5471|2009|80|1
Kalupes pamatskola|4212900502|Latviešu|LIELĀ IELA 35, KALUPE, KALUPES PAGASTS, DAUGAVPILS NOVADS, LV-5450|2009|115|1
Birznieku pamatskola|4212900499|Krievu|MIERA IELA 28, MIRNIJS, LAUCESAS PAGASTS, DAUGAVPILS NOVADS, LV-5461|2009|66|1
Naujenes pamatskola|4212900511|Latviešu|STACIJAS IELA 8, NAUJENE, NAUJENES PAGASTS, DAUGAVPILS NOVADS, LV-5462|2009|116|1
Tabores pamatskola|4212900509|Krievu|OKTOBRA IELA 39, TABORE, TABORES PAGASTS, DAUGAVPILS NOVADS, LV-5465|2009|58|1
Nīcgales pamatskola|4212900510|Latviešu|SKOLAS IELA 15, NĪCGALE, NĪCGALES PAGASTS, DAUGAVPILS NOVADS, LV-5463|2009|56|1
Skrudalienas pamatskola|4212900503|Latviešu|SKRUDALIENA, SKRUDALIENAS PAGASTS, DAUGAVPILS NOVADS, LV-5470|2009|50|1
Randenes pamatskola|4212900498|Krievu|VĀRPAS IELA 2, RANDENE, KALKŪNES PAGASTS, DAUGAVPILS NOVADS, LV-5449|2009|52|1
Lāču pamatskola|4212900506|LK|MUZEJA IELA 2, LOCIKI, NAUJENES PAGASTS, DAUGAVPILS NOVADS, LV-5458|2009|148|1
Biķernieku pamatskola|4212900504|Krievu|SKOLAS IELA 1, BIĶERNIEKI, BIĶERNIEKU PAGASTS, DAUGAVPILS NOVADS, LV-5440|2009|84|1
Silenes pamatskola|4212902413|LK|SILENE, SKRUDALIENAS PAGASTS, DAUGAVPILS NOVADS, LV-5470|2009|70|1
Ilūkstes 1. vidusskola|4213900513|Latviešu|RAIŅA IELA 49, ILŪKSTE, ILŪKSTES NOVADS, LV-5447|2009|463|1
Ilūkstes 2. vidusskola|4213901046|LK|STADIONA IELA 1, ILŪKSTE, ILŪKSTES NOVADS, LV-5447|2009|182|1
