Novads,Nosaukums,Kopvērtējums,Priekšmets
Preiļu novads,Preiļu 1. pamatskola,61.57%,MAT9
Preiļu novads,Pelēču pamatskola,56.00%,MAT9
Preiļu novads,Priekuļu pamatskola,66.00%,MAT9
Preiļu novads,Salas pamatskola,36.00%,MAT9
Preiļu novads,Preiļu 2. vidusskola,60.67%,MAT9
Preiļu novads,Preiļu novada Vakara (maiņu) un neklātienes vidusskola,33.33%,MAT9
Priekules novads,Gramzdas pamatskola,36.00%,MAT9
Priekules novads,Kalētu pamatskola,57.54%,MAT9
Priekules novads,Krotes Kronvalda Ata pamatskola,62.33%,MAT9
Priekules novads,Virgas pamatskola,41.33%,MAT9
Priekules novads,Priekules vidusskola,49.33%,MAT9
Priekuļu novads,Liepas pamatskola,63.82%,MAT9
Priekuļu novads,Mārsnēnu pamatskola,57.48%,MAT9
Priekuļu novads,Priekuļu vidusskola,59.35%,MAT9
Raunas novads,Drustu pamatskola,80.00%,MAT9
Raunas novads,Raunas vidusskola,47.02%,MAT9
Rēzeknes novads,Rikavas pamatskola,64.89%,MAT9
Rēzeknes novads,Bērzgales pamatskola,60.50%,MAT9
Rēzeknes novads,Feimaņu pamatskola,59.50%,MAT9
Rēzeknes novads,Gaigalavas pamatskola,57.14%,MAT9
Rēzeknes novads,Jaunstrūžānu pamatskola,56.53%,MAT9
Rēzeknes novads,Kalnezeru Katoļu pamatskola,41.14%,MAT9
Rēzeknes novads,Rēznas pamatskola,49.14%,MAT9
Rēzeknes novads,Verēmu pamatskola,67.78%,MAT9
Rēzeknes novads,Audriņu pamatskola,47.20%,MAT9
Rēzeknes novads,Zarečnajas pamatskola,76.00%,MAT9
Rēzeknes novads,Sakstagala Jāņa Klīdzēja pamatskola,50.12%,MAT9
Rēzeknes novads,Dricānu vidusskola,46.17%,MAT9
Rēzeknes novads,Lūcijas Rancānes Makašānu Amatu vidusskola,46.67%,MAT9
Rēzeknes novads,Nautrēnu vidusskola,57.78%,MAT9
Rēzeknes novads,Liepu pamatskola,57.71%,MAT9
Rēzeknes novads,Tiskādu vidusskola,48.72%,MAT9
Rēzeknes novads,Kaunatas vidusskola,51.09%,MAT9
Rēzeknes novads,Kruķu pamatskola,50.86%,MAT9
Rēzeknes novads,Maltas vidusskola,57.00%,MAT9
Rēzeknes pilsēta,Rēzeknes 1. vidusskola,60.10%,MAT9
Rēzeknes pilsēta,Rēzeknes 5. vidusskola,59.63%,MAT9
Rēzeknes pilsēta,Rēzeknes Katoļu vidusskola,58.12%,MAT9
Rēzeknes pilsēta,Rēzeknes 2. vidusskola,63.00%,MAT9
Rēzeknes pilsēta,Rēzeknes 4. vidusskola,63.81%,MAT9
Rēzeknes pilsēta,Rēzeknes 6. vidusskola,63.73%,MAT9
Rēzeknes pilsēta,Rēzeknes 3. vidusskola,68.91%,MAT9
Rēzeknes pilsēta,Rēzeknes vakara vidusskola,52.89%,MAT9
Rēzeknes pilsēta,Rēzeknes valsts poļu ģimnāzija,69.07%,MAT9
Rēzeknes pilsēta,Rēzeknes logopēdiskā internātpamatskola,52.53%,MAT9
Riebiņu novads,Dravnieku pamatskola,47.85%,MAT9
Riebiņu novads,Galēnu pamatskola,66.17%,MAT9
Riebiņu novads,Rušonas pamatskola,56.44%,MAT9
Riebiņu novads,Riebiņu vidusskola,48.74%,MAT9
Rīgas pilsēta (Centra raj.),"Pamatskola ""Rīdze""",60.99%,MAT9
Rīgas pilsēta (Centra raj.),O.Kalpaka Rīgas Tautas daiļamatu pamatskola,65.52%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra daiļamatniecības pamatskola,64.04%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Centra humanitārā vidusskola,71.06%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Natālijas Draudziņas vidusskola,58.67%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas 22. vidusskola,72.58%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas 40. vidusskola,83.44%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Raiņa 8. vakara (maiņu) vidusskola,21.92%,MAT9
Rīgas pilsēta (Centra raj.),Rīgas Valsts 3. ģimnāzija,79.26%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valdorfskola,56.31%,MAT9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Patnis""",60.00%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 19. vidusskola,40.12%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 41. vidusskola,45.89%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 69. vidusskola,61.71%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Imantas vidusskola,55.41%,MAT9
Rīgas pilsēta (Kurzemes raj.),"Privātskola ""Latreia""",83.73%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 33. vidusskola,55.23%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 34. vidusskola,75.22%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 54. vidusskola,43.18%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 68. vidusskola,64.17%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas 96. vidusskola,59.17%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Daugavgrīvas vidusskola,63.50%,MAT9
Rīgas pilsēta (Kurzemes raj.),"Privātā vidusskola ""Templum""",58.67%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Anniņmuižas vidusskola,65.25%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Ostvalda vidusskola,74.44%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Valsts vācu ģimnāzija,74.43%,MAT9
Rīgas pilsēta (Kurzemes raj.),Rīgas Doma kora skola,70.22%,MAT9
Rīgas pilsēta (Latgales priekšp.),Andreja Pumpura Rīgas 11. pamatskola,52.12%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Avotu pamatskola,39.62%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Pļavnieku pamatskola,47.33%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Privātā pamatskola ""Maksima""",68.24%,MAT9
Rīgas pilsēta (Latgales priekšp.),Jankas Kupalas Rīgas Baltkrievu pamatskola,69.19%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 25. vidusskola,56.25%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 6. vidusskola,60.55%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 93. vidusskola,50.95%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Kristīgā vidusskola,48.63%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lietuviešu vidusskola,52.97%,MAT9
Rīgas pilsēta (Latgales priekšp.),Habad Ebreju privātā vidusskola,54.67%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""",80.53%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 32. vidusskola,59.38%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 51. vidusskola,52.93%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 65. vidusskola,60.98%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 72. vidusskola,62.68%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 75. vidusskola,51.40%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 86. vidusskola,66.74%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 88. vidusskola,56.90%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Sergeja Žoltoka vidusskola,67.79%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Ķengaraga vidusskola,62.35%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 1. vidusskola,42.15%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 15. vidusskola,50.51%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 92. vidusskola,60.13%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Tālmācības vidusskola,49.28%,MAT9
Rīgas pilsēta (Latgales priekšp.),"Tālmācības vidusskola ""Rīgas Komercskola""",36.00%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas vakara ģimnāzija,46.00%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas 1. Tālmācības vidusskola,32.89%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas pilsētas Pļavnieku ģimnāzija,51.13%,MAT9
Rīgas pilsēta (Latgales priekšp.),Rīgas Lastādijas internātpamatskola,55.83%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Mežciema pamatskola,67.75%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 45. vidusskola,48.90%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 85. vidusskola,62.98%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Hanzas vidusskola,65.53%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Juglas vidusskola,70.82%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Teikas vidusskola,73.12%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 60. vidusskola,61.08%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 63. vidusskola,49.74%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 74. vidusskola,53.73%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Purvciema vidusskola,77.62%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Š. Dubnova Rīgas Ebreju vidusskola,65.73%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),"Privātā vidusskola ""Klasika""",77.82%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 80. vidusskola,63.85%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 89. vidusskola,59.28%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Itas Kozakēvičas Poļu vidusskola,67.29%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas 9. vakara (maiņu) vidusskola,24.00%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Franču licejs,78.56%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Centra krievu privātģimnāzija,65.33%,MAT9
Rīgas pilsēta (Vidzemes priekšp.),Rīgas Klasiskā ģimnāzija,73.24%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Friča Brīvzemnieka pamatskola,59.76%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Igauņu pamatskola,57.19%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Pārdaugavas pamatskola,73.91%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 47. vidusskola,54.44%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 94. vidusskola,61.03%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 53. vidusskola,54.13%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 61. vidusskola,47.86%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 95. vidusskola,63.89%,MAT9
Rīgas pilsēta (Zemgales priekšp.),"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",78.87%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas 14. vakara (maiņu) vidusskola,22.37%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Angļu ģimnāzija,69.52%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Katoļu ģimnāzija,55.56%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Ziemeļvalstu ģimnāzija,64.33%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Rīgas Zolitūdes ģimnāzija,70.29%,MAT9
Rīgas pilsēta (Zemgales priekšp.),Āgenskalna Valsts ģimnāzija,82.80%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 28. vidusskola,38.86%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 31. vidusskola,52.61%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Jāņa Poruka vidusskola,38.13%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Kultūru vidusskola,68.93%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Puškina licejs,67.10%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 10. vidusskola,72.91%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 29. vidusskola,50.43%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 46. vidusskola,54.97%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Rīnūžu vidusskola,83.33%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 13. vidusskola,70.91%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 37. vidusskola,62.33%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 18. vakara (maiņu) vidusskola,24.00%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas Valsts 2. ģimnāzija,80.90%,MAT9
Rīgas pilsēta (Ziemeļu raj.),Rīgas 66. speciālā vidusskola,64.27%,MAT9
Rojas novads,Mērsraga vidusskola,42.67%,MAT9
Rojas novads,Rojas vidusskola,62.78%,MAT9
Ropažu novads,Zaķumuižas pamatskola,69.00%,MAT9
Ropažu novads,Ropažu vidusskola,51.09%,MAT9
Rucavas novads,Rucavas pamatskola,58.67%,MAT9
Rucavas novads,Sikšņu pamatskola,46.33%,MAT9
Rugāju novads,Rugāju novada Eglaines pamatskola,46.13%,MAT9
Rugāju novads,Rugāju novada vidusskola,42.00%,MAT9
Rundāles novads,Pilsrundāles vidusskola,65.02%,MAT9
Rūjienas novads,Jeru pamatskola,51.64%,MAT9
Rūjienas novads,Rūjienas vidusskola,49.43%,MAT9
Salacgrīvas novads,Krišjāņa Valdemāra Ainažu pamatskola,45.87%,MAT9
Salacgrīvas novads,Salacgrīvas vidusskola,70.40%,MAT9
Salacgrīvas novads,Liepupes vidusskola,62.50%,MAT9
Salas novads,Biržu pamatskola,60.89%,MAT9
Salas novads,Salas vidusskola,61.02%,MAT9
Salas novads,Biržu internātpamatskola,61.05%,MAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 1. vidusskola""",58.44%,MAT9
Salaspils novads,"Salaspils novada pašvaldības iestāde ""Salaspils 2. vidusskola""",55.37%,MAT9
Saldus novads,Saldus pamatskola,66.62%,MAT9
Saldus novads,Saldus novada pašvaldības Jaunlutriņu pamatskola,53.87%,MAT9
Saldus novads,Saldus novada pašvaldības Kursīšu pamatskola,64.19%,MAT9
Saldus novads,Saldus novada pašvaldības Lutriņu pamatskola,58.53%,MAT9
Saldus novads,Saldus novada pašvaldības Nīgrandes pamatskola,62.26%,MAT9
Saldus novads,Saldus novada pašvaldības Pampāļu pamatskola,59.00%,MAT9
Saldus novads,Saldus novada pašvaldības Rubas pamatskola,70.13%,MAT9
Saldus novads,Saldus novada pašvaldības Striķu pamatskola,66.44%,MAT9
Saldus novads,Saldus novada pašvaldības Zirņu pamatskola,43.33%,MAT9
Saldus novads,Saldus 2. vidusskola,66.30%,MAT9
Saldus novads,Saldus 1.vidusskola,57.29%,MAT9
Saldus novads,Saldus novada pašvaldības Druvas vidusskola,65.33%,MAT9
Saldus novads,Saldus novada pašvaldības Ezeres vidusskola,55.33%,MAT9
Saldus novads,Saldus novada pašvaldības Kalnu vidusskola,50.10%,MAT9
Saldus novads,Saldus Vakara vidusskola,43.67%,MAT9
Saldus novads,Saldus novada pašvaldības Cieceres internātpamatskola,52.48%,MAT9
Saulkrastu novads,Saulkrastu vidusskola,54.76%,MAT9
Saulkrastu novads,Zvejniekciema vidusskola,71.05%,MAT9
Sējas novads,Sējas pamatskola,65.33%,MAT9
Sējas novads,Murjāņu sporta ģimnāzija,64.46%,MAT9
Siguldas novads,Siguldas 1. pamatskola,58.86%,MAT9
Siguldas novads,Allažu pamatskola,64.15%,MAT9
Siguldas novads,Mores pamatskola,49.67%,MAT9
Siguldas novads,Siguldas pilsētas vidusskola,63.23%,MAT9
Siguldas novads,Siguldas Valsts ģimnāzija,80.84%,MAT9
Skrīveru novads,Andreja Upīša Skrīveru vidusskola,62.56%,MAT9
Skrundas novads,Nīkrāces pamatskola,58.67%,MAT9
Skrundas novads,Oskara Kalpaka Rudbāržu pamatskola,40.44%,MAT9
Skrundas novads,Skrundas vidusskola,65.29%,MAT9
Skrundas novads,Skrundas Profesionālā vidusskola,39.33%,MAT9
Smiltenes novads,Bilskas pamatskola,36.00%,MAT9
Smiltenes novads,Blomes pamatskola,51.11%,MAT9
Smiltenes novads,Grundzāles pamatskola,78.50%,MAT9
Smiltenes novads,Palsmanes pamatskola,69.19%,MAT9
Smiltenes novads,Variņu pamatskola,41.56%,MAT9
Smiltenes novads,Smiltenes Centra vidusskola,51.27%,MAT9
Smiltenes novads,Smiltenes ģimnāzija,60.95%,MAT9
Stopiņu novads,Stopiņu pamatskola,66.22%,MAT9
Stopiņu novads,Ulbrokas vidusskola,54.91%,MAT9
Stopiņu novads,Upesleju internātpamatskola – rehabilitācijas centrs,36.24%,MAT9
Strenču novads,Strenču novada vidusskola,58.26%,MAT9
Talsu novads,Stendes pamatskola,58.67%,MAT9
Talsu novads,Talsu pamatskola,61.05%,MAT9
Talsu novads,"filiāle ""Laidzes pamatskola""",71.11%,MAT9
Talsu novads,Laucienes pamatskola,57.33%,MAT9
Talsu novads,Laucienes pamatskolas filiāle,61.67%,MAT9
Talsu novads,Pastendes pamatskola,57.90%,MAT9
Talsu novads,Pūņu pamatskola,58.00%,MAT9
Talsu novads,Virbu pamatskola,62.00%,MAT9
Talsu novads,Vandzenes pamatskola,40.57%,MAT9
Talsu novads,Sabiles vidusskola,59.28%,MAT9
Talsu novads,Talsu 2. vidusskola,65.31%,MAT9
Talsu novads,Talsu Kristīgā vidusskola,69.25%,MAT9
Talsu novads,Valdemārpils vidusskola,59.07%,MAT9
Talsu novads,Talsu novada Vakara un neklātienes vidusskola,27.88%,MAT9
Talsu novads,Talsu Valsts ģimnāzija,67.52%,MAT9
Tērvetes novads,Annas Brigaderes pamatskola,51.50%,MAT9
Tērvetes novads,Augstkalnes vidusskola,67.80%,MAT9
Tukuma novads,Tukuma 2. pamatskola,69.57%,MAT9
Tukuma novads,Tukuma E. Birznieka-Upīša 1. pamatskola,59.06%,MAT9
Tukuma novads,Džūkstes pamatskola,62.79%,MAT9
Tukuma novads,Pūres pamatskola,63.47%,MAT9
Tukuma novads,Tukuma 3. pamatskola,45.93%,MAT9
Tukuma novads,Tukuma 2. vidusskola,53.65%,MAT9
Tukuma novads,Irlavas vidusskola,54.56%,MAT9
Tukuma novads,Tumes vidusskola,58.67%,MAT9
Tukuma novads,Zemgales vidusskola,61.64%,MAT9
Tukuma novads,Tukuma Vakara un neklātienes vidusskola,28.48%,MAT9
Tukuma novads,Tukuma Raiņa ģimnāzija,69.04%,MAT9
Vaiņodes novads,Vaiņodes vidusskola,59.67%,MAT9
Vaiņodes novads,Vaiņodes internātpamatskola,43.89%,MAT9
Valkas novads,Valkas pamatskola,51.80%,MAT9
Valkas novads,Ērģemes pamatskola,42.00%,MAT9
Valkas novads,Kārķu pamatskola,78.67%,MAT9
Valkas novads,Ozolu pamatskola,39.62%,MAT9
Valkas novads,Vijciema pamatskola,58.86%,MAT9
Valkas novads,Valkas ģimnāzija,71.33%,MAT9
Valmieras novads,Jura Neikena Dikļu pamatskola,44.00%,MAT9
Valmieras novads,Kocēnu pamatskola,63.73%,MAT9
Valmieras novads,Rubenes pamatskola,48.67%,MAT9
Valmieras pilsēta,Valmieras 5. vidusskola,45.08%,MAT9
Valmieras pilsēta,Valmieras Viestura vidusskola,59.28%,MAT9
Valmieras pilsēta,Valmieras 2. vidusskola,65.73%,MAT9
Valmieras pilsēta,Valmieras 2.vidusskolas filiāle,22.83%,MAT9
Valmieras pilsēta,Valmieras Pārgaujas ģimnāzija,64.82%,MAT9
Valmieras pilsēta,Valmieras Valsts ģimnāzija,70.76%,MAT9
Varakļānu novads,Varakļānu novada pašvaldības Stirnienes pamatskola,70.67%,MAT9
Varakļānu novads,Varakļānu vidusskola,64.00%,MAT9
Vārkavas novads,Vārkavas pamatskola,51.83%,MAT9
Vārkavas novads,Vārkavas vidusskola,58.30%,MAT9
Vecpiebalgas novads,Dzērbenes vispārizglītojošā un mūzikas pamatskola,49.78%,MAT9
Vecpiebalgas novads,Inešu pamatskola,92.67%,MAT9
Vecpiebalgas novads,Taurenes pamatskola,44.67%,MAT9
Vecpiebalgas novads,Cēsu 2. vidusskolas Vecpiebalgas konsultpunkts,42.00%,MAT9
Vecpiebalgas novads,Vecpiebalgas vidusskola,53.70%,MAT9
Vecumnieku novads,Stelpes pamatskola,59.11%,MAT9
Vecumnieku novads,Misas vidusskola,55.41%,MAT9
Vecumnieku novads,Skaistkalnes vidusskola,63.14%,MAT9
Vecumnieku novads,Vecumnieku novada Domes Valles vidusskola,48.44%,MAT9
Vecumnieku novads,Vecumnieku vidusskola,51.61%,MAT9
Ventspils novads,Ances pamatskola,56.19%,MAT9
Ventspils novads,Jūrkalnes pamatskola,62.67%,MAT9
Ventspils novads,Popes pamatskola,58.52%,MAT9
Ventspils novads,Puzes pamatskola,70.93%,MAT9
Ventspils novads,Tārgales pamatskola,68.00%,MAT9
Ventspils novads,Užavas pamatskola,66.27%,MAT9
Ventspils novads,Zlēku pamatskola,58.22%,MAT9
Ventspils novads,Zūru pamatskola,43.44%,MAT9
Ventspils novads,Piltenes vidusskola,64.98%,MAT9
Ventspils novads,Ugāles vidusskola,58.41%,MAT9
Ventspils pilsēta,Ventspils 2. pamatskola,66.33%,MAT9
Ventspils pilsēta,Ventspils 4. vidusskola,71.49%,MAT9
Ventspils pilsēta,Ventspils 5. vidusskola,63.75%,MAT9
Ventspils pilsēta,Ventspils 2. vidusskola,71.93%,MAT9
Ventspils pilsēta,Ventspils 3. vidusskola,61.45%,MAT9
Ventspils pilsēta,Ventspils 6. vidusskola,56.90%,MAT9
Ventspils pilsēta,Ventspils vakara vidusskola,22.97%,MAT9
Ventspils pilsēta,Ventspils 1. ģimnāzija,75.96%,MAT9
Viesītes novads,Rites pamatskola,52.67%,MAT9
Viesītes novads,Viesītes vidusskola,63.51%,MAT9
Viļakas novads,Upītes pamatskola,46.37%,MAT9
Viļakas novads,Viduču pamatskola,71.17%,MAT9
Viļakas novads,Žīguru pamatskola,61.00%,MAT9
Viļakas novads,Rekavas vidusskola,63.33%,MAT9
Viļakas novads,Viļakas Valsts ģimnāzija,48.36%,MAT9
Viļānu novads,Dekšāru pamatskola,57.33%,MAT9
Viļānu novads,Viļānu vidusskola,72.19%,MAT9
Zilupes novads,Zilupes vidusskola,58.44%,MAT9
